Time,Channel A,Channel B
(s),(V),(mA)

-99.79800298,10.09165859,-18.59621048
-99.79600302,10.09165859,0.00000000
-99.79400306,9.92310524,0.00000000
-99.79200310,9.92310524,-11.82947826
-99.79000314,10.09165859,-59.17199326
-99.78800318,10.09165859,0.00000000
-99.78600322,9.92310524,-10.14394665
-99.78400326,10.09165859,-35.50073624
-99.78200330,9.92310524,20.28789330
-99.78000334,10.09165859,8.45226288
-99.77800338,9.92310524,-25.35679054
-99.77600342,10.09165859,-20.28789330
-99.77400346,10.09165859,-1.68553138
-99.77200350,10.09165859,-21.97342300
-99.77000354,9.92310524,-69.31594086
-99.76800358,10.09165859,15.21284389
-99.76600362,9.92310524,-11.82947826
-99.76400366,10.09165859,-38.88410187
-99.76200370,9.92310524,-6.76058006
-99.76000374,10.09165859,-13.52116013
-99.75800378,9.92310524,-16.90452576
-99.75600382,10.09165859,-54.10309982
-99.75400386,10.09165859,6.76058006
-99.75200390,10.09165859,-20.28789330
-99.75000394,9.92310524,-55.78863144
-99.74800398,9.92310524,3.37721443
-99.74600402,9.92310524,-3.37721443
-99.74400406,10.09165859,-11.82947826
-99.74200410,10.09165859,-6.76058006
-99.74000414,10.09165859,-15.21284389
-99.73800418,9.92310524,-38.88410187
-99.73600421,9.92310524,-57.48031235
-99.73400425,10.09165859,8.45226288
-99.73200429,10.09165859,20.28789330
-99.73000433,10.09165859,-40.57578659
-99.72800437,10.09165859,8.45226288
-99.72600441,10.09165859,-1.68553138
-99.72400445,10.09165859,-13.52116013
-99.72200449,9.92310524,-23.66510773
-99.72000453,9.92310524,0.00000000
-99.71800457,9.92310524,8.45226288
-99.71600461,9.92310524,-43.95299911
-99.71400465,9.92310524,25.35679054
-99.71200469,10.09165859,-15.21284389
-99.71000473,9.92310524,-32.12352371
-99.70800477,10.09165859,13.52116013
-99.70600481,9.92310524,6.76058006
-99.70400485,10.09165859,-23.66510773
-99.70200489,9.92310524,-50.71973038
-99.70000493,10.09165859,6.76058006
-99.69800497,9.92310524,-5.06889725
-99.69600501,10.09165859,-35.50073624
-99.69400505,10.09165859,13.52116013
-99.69200509,10.09165859,-8.45226288
-99.69000513,9.92310524,-18.59621048
-99.68800517,10.09165859,-10.14394665
-99.68600521,9.92310524,-1.68553138
-99.68400525,9.92310524,-6.76058006
-99.68200529,10.09165859,-79.45988464
-99.68000533,10.09165859,13.52116013
-99.67800537,9.92310524,-13.52116013
-99.67600541,10.09165859,-32.12352371
-99.67400545,9.92310524,-1.68553138
-99.67200549,9.92310524,0.00000000
-99.67000553,10.09165859,-25.35679054
-99.66800557,10.09165859,-21.97342300
-99.66600561,9.92310524,3.37721443
-99.66400565,10.09165859,-6.76058006
-99.66200569,9.92310524,-55.78863144
-99.66000573,10.09165859,5.06889725
-99.65800577,9.92310524,-10.14394665
-99.65600581,10.09165859,-27.04847336
-99.65400585,9.92310524,-15.21284389
-99.65200589,9.92310524,-1.68553138
-99.65000593,9.92310524,0.00000000
-99.64800597,9.92310524,-52.41141129
-99.64600601,10.09165859,5.06889725
-99.64400605,10.09165859,-5.06889725
-99.64200609,9.92310524,-62.55536270
-99.64000613,9.92310524,10.14394665
-99.63800617,10.09165859,-16.90452576
-99.63600621,10.09165859,-3.37721443
-99.63400625,9.92310524,-20.28789330
-99.63200629,10.09165859,5.06889725
-99.63000633,9.92310524,1.68553138
-99.62800637,10.09165859,-65.93257904
-99.62600641,9.92310524,11.82947826
-99.62400645,9.92310524,-18.59621048
-99.62200649,9.92310524,-32.12352371
-99.62000653,10.09165859,10.14394665
-99.61800657,10.09165859,-1.68553138
-99.61600661,10.09165859,-6.76058006
-99.61400665,10.09165859,-32.12352371
-99.61200669,10.09165859,-1.68553138
-99.61000673,10.09165859,-25.35679054
-99.60800677,10.09165859,-59.17199326
-99.60600681,9.92310524,5.06889725
-99.60400685,10.09165859,-11.82947826
-99.60200689,9.92310524,-20.28789330
-99.60000693,10.09165859,-5.06889725
-99.59800697,10.09165859,0.00000000
-99.59600701,10.09165859,8.45226288
-99.59400705,10.09165859,-69.31594086
-99.59200709,10.09165859,5.06889725
-99.59000713,9.92310524,-16.90452576
-99.58800717,10.09165859,-45.64468384
-99.58600721,9.92310524,6.76058006
-99.58400725,10.09165859,1.68553138
-99.58200729,9.92310524,-20.28789330
-99.58000733,9.92310524,-25.35679054
-99.57800737,10.09165859,8.45226288
-99.57600741,9.92310524,-16.90452576
-99.57400745,10.09165859,-64.24704742
-99.57200749,9.92310524,5.06889725
-99.57000753,9.92310524,-13.52116013
-99.56800757,10.09165859,-18.59621048
-99.56600761,9.92310524,30.43183899
-99.56400765,10.09165859,3.37721443
-99.56200769,10.09165859,-11.82947826
-99.56000773,9.92310524,-71.00762177
-99.55800777,9.92310524,18.59621048
-99.55600781,10.09165859,-3.37721443
-99.55400785,9.92310524,-65.93257904
-99.55200789,10.09165859,1.68553138
-99.55000793,9.92310524,1.68553138
-99.54800797,10.09165859,-11.82947826
-99.54600801,9.92310524,-20.28789330
-99.54400805,10.09165859,-3.37721443
-99.54200809,10.09165859,-20.28789330
-99.54000813,10.09165859,-65.93257904
-99.53800817,9.92310524,5.06889725
-99.53600821,10.09165859,-18.59621048
-99.53400825,10.09165859,-21.97342300
-99.53200829,10.09165859,6.76058006
-99.53000833,9.92310524,8.45226288
-99.52800837,10.09165859,-13.52116013
-99.52600841,9.92310524,-54.10309982
-99.52400845,9.92310524,-3.37721443
-99.52200849,10.09165859,-5.06889725
-99.52000853,9.92310524,-55.78863144
-99.51800857,9.92310524,16.90452576
-99.51600861,10.09165859,-6.76058006
-99.51400865,10.09165859,-8.45226288
-99.51200869,10.09165859,-10.14394665
-99.51000873,10.09165859,-1.68553138
-99.50800877,9.92310524,-20.28789330
-99.50600881,9.92310524,-55.78863144
-99.50400885,10.09165859,8.45226288
-99.50200889,9.92310524,-13.52116013
-99.50000893,9.92310524,-15.21284389
-99.49800897,10.09165859,18.59621048
-99.49600901,9.92310524,-8.45226288
-99.49400905,10.09165859,-6.76058006
-99.49200909,9.92310524,-37.19242096
-99.49000913,10.09165859,-6.76058006
-99.48800917,10.09165859,-15.21284389
-99.48600921,10.09165859,-49.02804947
-99.48400925,10.09165859,6.76058006
-99.48200929,9.92310524,8.45226288
-99.48000933,10.09165859,-16.90452576
-99.47800937,9.92310524,6.76058006
-99.47600941,9.92310524,-3.37721443
-99.47400945,9.92310524,-23.66510773
-99.47200949,10.09165859,-43.95299911
-99.47000953,9.92310524,13.52116013
-99.46800957,10.09165859,1.68553138
-99.46600961,9.92310524,-40.57578659
-99.46400965,10.09165859,10.14394665
-99.46200969,9.92310524,-13.52116013
-99.46000973,9.92310524,-30.43183899
-99.45800977,9.92310524,0.00000000
-99.45600981,9.92310524,-6.76058006
-99.45400985,9.92310524,-23.66510773
-99.45200989,10.09165859,-71.00762177
-99.45000993,10.09165859,6.76058006
-99.44800997,10.09165859,-11.82947826
-99.44601001,9.92310524,-40.57578659
-99.44401005,9.92310524,10.14394665
-99.44201009,9.92310524,-11.82947826
-99.44001013,10.09165859,-10.14394665
-99.43801017,9.92310524,-42.26746750
-99.43601021,10.09165859,-1.68553138
-99.43401025,9.92310524,1.68553138
-99.43201029,10.09165859,-49.02804947
-99.43001033,9.92310524,33.80905151
-99.42801037,10.09165859,-23.66510773
-99.42601041,10.09165859,-32.12352371
-99.42401045,10.09165859,-10.14394665
-99.42201049,9.92310524,0.00000000
-99.42001053,9.92310524,-10.14394665
-99.41801057,10.09165859,-45.64468384
-99.41601061,9.92310524,1.68553138
-99.41401065,9.92310524,0.00000000
-99.41201069,10.09165859,-32.12352371
-99.41001073,9.92310524,1.68553138
-99.40801077,10.09165859,-8.45226288
-99.40601081,9.92310524,-15.21284389
-99.40401085,10.09165859,-21.97342300
-99.40201089,9.92310524,-1.68553138
-99.40001093,10.09165859,-10.14394665
-99.39801097,9.92310524,-59.17199326
-99.39601101,9.92310524,15.21284389
-99.39401105,10.09165859,-11.82947826
-99.39201109,10.09165859,-23.66510773
-99.39001113,9.92310524,1.68553138
-99.38801117,10.09165859,-8.45226288
-99.38601121,9.92310524,5.06889725
-99.38401125,9.92310524,-47.33636856
-99.38201129,10.09165859,8.45226288
-99.38001133,10.09165859,-5.06889725
-99.37801137,9.92310524,-45.64468384
-99.37601141,10.09165859,11.82947826
-99.37401145,10.09165859,-16.90452576
-99.37201149,9.92310524,-13.52116013
-99.37001153,9.92310524,3.37721443
-99.36801157,9.92310524,13.52116013
-99.36601161,9.92310524,1.68553138
-99.36401165,10.09165859,-64.24704742
-99.36201169,10.09165859,15.21284389
-99.36001173,9.92310524,0.00000000
-99.35801177,9.92310524,-45.64468384
-99.35601181,10.09165859,10.14394665
-99.35401185,10.09165859,-6.76058006
-99.35201189,9.92310524,0.00000000
-99.35001193,9.92310524,-33.80905151
-99.34801197,10.09165859,8.45226288
-99.34601201,9.92310524,6.76058006
-99.34401205,9.92310524,-64.24704742
-99.34201209,10.09165859,8.45226288
-99.34001213,10.09165859,-15.21284389
-99.33801217,9.92310524,-10.14394665
-99.33601221,9.92310524,11.82947826
-99.33401225,10.09165859,-3.37721443
-99.33201229,10.09165859,-30.43183899
-99.33001233,10.09165859,-43.95299911
-99.32801237,10.09165859,-1.68553138
-99.32601241,10.09165859,-18.59621048
-99.32401245,10.09165859,-49.02804947
-99.32201249,9.92310524,5.06889725
-99.32001252,9.92310524,-11.82947826
-99.31801256,9.92310524,0.00000000
-99.31601260,9.92310524,-32.12352371
-99.31401264,9.92310524,0.00000000
-99.31201268,10.09165859,-10.14394665
-99.31001272,9.92310524,-62.55536270
-99.30801276,10.09165859,-3.37721443
-99.30601280,9.92310524,-10.14394665
-99.30401284,10.09165859,-35.50073624
-99.30201288,9.92310524,1.68553138
-99.30001292,9.92310524,-6.76058006
-99.29801296,10.09165859,-23.66510773
-99.29601300,10.09165859,-45.64468384
-99.29401304,9.92310524,3.37721443
-99.29201308,10.09165859,-3.37721443
-99.29001312,9.92310524,-52.41141129
-99.28801316,10.09165859,10.14394665
-99.28601320,9.92310524,-3.37721443
-99.28401324,9.92310524,-27.04847336
-99.28201328,10.09165859,13.52116013
-99.28001332,10.09165859,8.45226288
-99.27801336,9.92310524,-3.37721443
-99.27601340,10.09165859,-69.31594086
-99.27401344,9.92310524,8.45226288
-99.27201348,9.92310524,-15.21284389
-99.27001352,9.92310524,-33.80905151
-99.26801356,10.09165859,13.52116013
-99.26601360,9.92310524,5.06889725
-99.26401364,10.09165859,-18.59621048
-99.26201368,9.92310524,-25.35679054
-99.26001372,10.09165859,0.00000000
-99.25801376,9.92310524,-28.74015617
-99.25601380,9.92310524,-43.95299911
-99.25401384,9.92310524,0.00000000
-99.25201388,10.09165859,-10.14394665
-99.25001392,9.92310524,-28.74015617
-99.24801396,10.09165859,-1.68553138
-99.24601400,9.92310524,8.45226288
-99.24401404,10.09165859,-10.14394665
-99.24201408,9.92310524,-49.02804947
-99.24001412,9.92310524,-8.45226288
-99.23801416,9.92310524,1.68553138
-99.23601420,9.92310524,-47.33636856
-99.23401424,9.92310524,13.52116013
-99.23201428,10.09165859,-6.76058006
-99.23001432,10.09165859,-10.14394665
-99.22801436,10.09165859,-18.59621048
-99.22601440,10.09165859,-18.59621048
-99.22401444,10.09165859,-27.04847336
-99.22201448,9.92310524,-62.55536270
-99.22001452,10.09165859,13.52116013
-99.21801456,9.92310524,-10.14394665
-99.21601460,10.09165859,-16.90452576
-99.21401464,9.92310524,16.90452576
-99.21201468,10.09165859,-15.21284389
-99.21001472,9.92310524,-11.82947826
-99.20801476,10.09165859,-33.80905151
-99.20601480,9.92310524,0.00000000
-99.20401484,10.09165859,-11.82947826
-99.20201488,9.92310524,-69.31594086
-99.20001492,10.09165859,11.82947826
-99.19801496,9.92310524,0.00000000
-99.19601500,9.92310524,-11.82947826
-99.19401504,9.92310524,16.90452576
-99.19201508,9.92310524,-15.21284389
-99.19001512,10.09165859,0.00000000
-99.18801516,10.09165859,-65.93257904
-99.18601520,9.92310524,10.14394665
-99.18401524,10.09165859,-10.14394665
-99.18201528,9.92310524,-42.26746750
-99.18001532,10.09165859,21.97342300
-99.17801536,9.92310524,-15.21284389
-99.17601540,10.09165859,-15.21284389
-99.17401544,9.92310524,-35.50073624
-99.17201548,9.92310524,5.06889725
-99.17001552,9.92310524,3.37721443
-99.16801556,9.92310524,-45.64468384
-99.16601560,9.92310524,15.21284389
-99.16401564,10.09165859,-6.76058006
-99.16201568,9.92310524,-21.97342300
-99.16001572,9.92310524,18.59621048
-99.15801576,9.92310524,-6.76058006
-99.15601580,10.09165859,-20.28789330
-99.15401584,9.92310524,-43.95299911
-99.15201588,10.09165859,5.06889725
-99.15001592,9.92310524,-3.37721443
-99.14801596,10.09165859,-52.41141129
-99.14601600,9.92310524,30.43183899
-99.14401604,10.09165859,-1.68553138
-99.14201608,10.09165859,-18.59621048
-99.14001612,10.09165859,-28.74015617
-99.13801616,9.92310524,3.37721443
-99.13601620,10.09165859,-3.37721443
-99.13401624,9.92310524,-52.41141129
-99.13201628,10.09165859,20.28789330
-99.13001632,9.92310524,-11.82947826
-99.12801636,10.09165859,-50.71973038
-99.12601640,9.92310524,-6.76058006
-99.12401644,10.09165859,-3.37721443
-99.12201648,9.92310524,-11.82947826
-99.12001652,9.92310524,-23.66510773
-99.11801656,9.92310524,0.00000000
-99.11601660,10.09165859,-11.82947826
-99.11401664,9.92310524,-54.10309982
-99.11201668,10.09165859,11.82947826
-99.11001672,9.92310524,-1.68553138
-99.10801676,9.92310524,-38.88410187
-99.10601680,9.92310524,-1.68553138
-99.10401684,9.92310524,-28.74015617
-99.10201688,9.92310524,-23.66510773
-99.10001692,10.09165859,-67.62425995
-99.09801696,9.92310524,8.45226288
-99.09601700,9.92310524,-20.28789330
-99.09401704,10.09165859,-50.71973038
-99.09201708,10.09165859,15.21284389
-99.09001712,9.92310524,-27.04847336
-99.08801716,10.09165859,-20.28789330
-99.08601720,9.92310524,-20.28789330
-99.08401724,10.09165859,-6.76058006
-99.08201728,10.09165859,-18.59621048
-99.08001732,10.09165859,-50.71973038
-99.07801736,9.92310524,8.45226288
-99.07601740,10.09165859,-6.76058006
-99.07401744,9.92310524,-37.19242096
-99.07201748,10.09165859,16.90452576
-99.07001752,9.92310524,0.00000000
-99.06801756,10.09165859,-6.76058006
-99.06601760,9.92310524,-27.04847336
-99.06401764,10.09165859,-11.82947826
-99.06201768,9.92310524,-5.06889725
-99.06001772,9.92310524,-49.02804947
-99.05801776,9.92310524,1.68553138
-99.05601780,9.92310524,0.00000000
-99.05401784,9.92310524,-15.21284389
-99.05201788,10.09165859,13.52116013
-99.05001792,9.92310524,1.68553138
-99.04801796,10.09165859,-13.52116013
-99.04601800,10.09165859,-43.95299911
-99.04401804,9.92310524,-3.37721443
-99.04201808,10.09165859,-5.06889725
-99.04001812,10.09165859,-57.48031235
-99.03801816,10.09165859,8.45226288
-99.03601820,10.09165859,3.37721443
-99.03401824,9.92310524,-6.76058006
-99.03201828,10.09165859,-11.82947826
-99.03001832,9.92310524,3.37721443
-99.02801836,10.09165859,-16.90452576
-99.02601840,9.92310524,-69.31594086
-99.02401844,10.09165859,15.21284389
-99.02201848,9.92310524,-13.52116013
-99.02001852,9.92310524,-10.14394665
-99.01801856,9.92310524,8.45226288
-99.01601860,10.09165859,-6.76058006
-99.01401864,9.92310524,-18.59621048
-99.01201868,10.09165859,-60.86367798
-99.01001872,9.92310524,-11.82947826
-99.00801876,9.92310524,-20.28789330
-99.00601880,9.92310524,-49.02804947
-99.00401884,9.92310524,16.90452576
-99.00201888,9.92310524,-8.45226288
-99.00001892,9.92310524,-11.82947826
-98.99801896,9.92310524,-6.76058006
-98.99601900,10.09165859,-11.82947826
-98.99401904,9.92310524,-11.82947826
-98.99201908,9.92310524,-67.62425995
-98.99001912,9.92310524,-15.21284389
-98.98801916,10.09165859,-3.37721443
-98.98601920,9.92310524,-55.78863144
-98.98401924,10.09165859,13.52116013
-98.98201928,9.92310524,-8.45226288
-98.98001932,10.09165859,-3.37721443
-98.97801936,9.92310524,-43.95299911
-98.97601940,10.09165859,-8.45226288
-98.97401944,10.09165859,-6.76058006
-98.97201948,9.92310524,-64.24704742
-98.97001952,9.92310524,25.35679054
-98.96801956,10.09165859,1.68553138
-98.96601960,9.92310524,-28.74015617
-98.96401964,10.09165859,-10.14394665
-98.96201968,9.92310524,-11.82947826
-98.96001972,9.92310524,5.06889725
-98.95801976,9.92310524,-64.24704742
-98.95601980,10.09165859,5.06889725
-98.95401984,9.92310524,-6.76058006
-98.95201988,10.09165859,-37.19242096
-98.95001992,9.92310524,18.59621048
-98.94801996,10.09165859,0.00000000
-98.94602000,9.92310524,-20.28789330
-98.94402004,10.09165859,0.00000000
-98.94202008,10.09165859,-6.76058006
-98.94002012,10.09165859,-6.76058006
-98.93802016,9.92310524,-62.55536270
-98.93602020,9.92310524,5.06889725
-98.93402024,9.92310524,1.68553138
-98.93202028,10.09165859,-20.28789330
-98.93002032,9.92310524,15.21284389
-98.92802036,9.92310524,-11.82947826
-98.92602040,9.92310524,-6.76058006
-98.92402044,9.92310524,-47.33636856
-98.92202048,10.09165859,1.68553138
-98.92002052,9.92310524,-5.06889725
-98.91802056,9.92310524,-45.64468384
-98.91602060,10.09165859,15.21284389
-98.91402064,9.92310524,-16.90452576
-98.91202068,9.92310524,-30.43183899
-98.91002072,9.92310524,5.06889725
-98.90802076,9.92310524,-10.14394665
-98.90602079,10.09165859,-11.82947826
-98.90402083,9.92310524,-52.41141129
-98.90202087,9.92310524,11.82947826
-98.90002091,10.09165859,0.00000000
-98.89802095,9.92310524,-40.57578659
-98.89602099,10.09165859,11.82947826
-98.89402103,9.92310524,-11.82947826
-98.89202107,10.09165859,-15.21284389
-98.89002111,9.92310524,-40.57578659
-98.88802115,10.09165859,-3.37721443
-98.88602119,10.09165859,-15.21284389
-98.88402123,10.09165859,-43.95299911
-98.88202127,9.92310524,15.21284389
-98.88002131,10.09165859,-16.90452576
-98.87802135,10.09165859,-45.64468384
-98.87602139,10.09165859,-6.76058006
-98.87402143,10.09165859,-8.45226288
-98.87202147,9.92310524,-18.59621048
-98.87002151,9.92310524,-54.10309982
-98.86802155,10.09165859,3.37721443
-98.86602159,9.92310524,0.00000000
-98.86402163,10.09165859,-60.86367798
-98.86202167,10.09165859,21.97342300
-98.86002171,10.09165859,5.06889725
-98.85802175,9.92310524,-35.50073624
-98.85602179,9.92310524,-3.37721443
-98.85402183,9.92310524,-1.68553138
-98.85202187,10.09165859,1.68553138
-98.85002191,9.92310524,-47.33636856
-98.84802195,9.92310524,20.28789330
-98.84602199,9.92310524,-5.06889725
-98.84402203,10.09165859,-27.04847336
-98.84202207,10.09165859,-8.45226288
-98.84002211,10.09165859,-16.90452576
-98.83802215,9.92310524,-6.76058006
-98.83602219,9.92310524,-25.35679054
-98.83402223,9.92310524,21.97342300
-98.83202227,9.92310524,-13.52116013
-98.83002231,9.92310524,-54.10309982
-98.82802235,10.09165859,5.06889725
-98.82602239,9.92310524,-13.52116013
-98.82402243,9.92310524,-30.43183899
-98.82202247,9.92310524,18.59621048
-98.82002251,10.09165859,10.14394665
-98.81802255,10.09165859,8.45226288
-98.81602259,10.09165859,-65.93257904
-98.81402263,10.09165859,5.06889725
-98.81202267,10.09165859,-10.14394665
-98.81002271,9.92310524,-40.57578659
-98.80802275,10.09165859,8.45226288
-98.80602279,9.92310524,-28.74015617
-98.80402283,10.09165859,-16.90452576
-98.80202287,9.92310524,-6.76058006
-98.80002291,9.92310524,1.68553138
-98.79802295,9.92310524,-20.28789330
-98.79602299,10.09165859,-54.10309982
-98.79402303,10.09165859,5.06889725
-98.79202307,9.92310524,-20.28789330
-98.79002311,9.92310524,-37.19242096
-98.78802315,9.92310524,-3.37721443
-98.78602319,9.92310524,1.68553138
-98.78402323,10.09165859,-13.52116013
-98.78202327,10.09165859,-35.50073624
-98.78002331,10.09165859,-6.76058006
-98.77802335,10.09165859,-23.66510773
-98.77602339,10.09165859,-49.02804947
-98.77402343,9.92310524,-8.45226288
-98.77202347,9.92310524,-23.66510773
-98.77002351,9.92310524,-21.97342300
-98.76802355,10.09165859,-3.37721443
-98.76602359,9.92310524,0.00000000
-98.76402363,9.92310524,-11.82947826
-98.76202367,10.09165859,-52.41141129
-98.76002371,10.09165859,10.14394665
-98.75802375,9.92310524,-3.37721443
-98.75602379,10.09165859,-33.80905151
-98.75402383,9.92310524,1.68553138
-98.75202387,10.09165859,1.68553138
-98.75002391,10.09165859,-13.52116013
-98.74802395,10.09165859,-20.28789330
-98.74602399,9.92310524,5.06889725
-98.74402403,9.92310524,-11.82947826
-98.74202407,9.92310524,-71.00762177
-98.74002411,9.92310524,6.76058006
-98.73802415,9.92310524,-3.37721443
-98.73602419,10.09165859,-20.28789330
-98.73402423,9.92310524,15.21284389
-98.73202427,10.09165859,0.00000000
-98.73002431,10.09165859,-6.76058006
-98.72802435,10.09165859,-69.31594086
-98.72602439,9.92310524,-15.21284389
-98.72402443,10.09165859,-10.14394665
-98.72202447,9.92310524,-27.04847336
-98.72002451,9.92310524,33.80905151
-98.71802455,9.92310524,-13.52116013
-98.71602459,10.09165859,-8.45226288
-98.71402463,9.92310524,-15.21284389
-98.71202467,10.09165859,1.68553138
-98.71002471,10.09165859,-8.45226288
-98.70802475,9.92310524,-60.86367798
-98.70602479,9.92310524,1.68553138
-98.70402483,9.92310524,-5.06889725
-98.70202487,9.92310524,-21.97342300
-98.70002491,10.09165859,-3.37721443
-98.69802495,9.92310524,0.00000000
-98.69602499,10.09165859,-23.66510773
-98.69402503,10.09165859,-32.12352371
-98.69202507,10.09165859,1.68553138
-98.69002511,9.92310524,-15.21284389
-98.68802515,9.92310524,-65.93257904
-98.68602519,9.92310524,10.14394665
-98.68402523,9.92310524,0.00000000
-98.68202527,9.92310524,-15.21284389
-98.68002531,9.92310524,-6.76058006
-98.67802535,9.92310524,-3.37721443
-98.67602539,9.92310524,-16.90452576
-98.67402543,10.09165859,-52.41141129
-98.67202547,9.92310524,23.66510773
-98.67002551,9.92310524,-6.76058006
-98.66802555,10.09165859,-3.37721443
-98.66602559,9.92310524,3.37721443
-98.66402563,10.09165859,-16.90452576
-98.66202567,9.92310524,-28.74015617
-98.66002571,9.92310524,-11.82947826
-98.65802575,9.92310524,0.00000000
-98.65602579,10.09165859,-15.21284389
-98.65402583,9.92310524,-59.17199326
-98.65202587,10.09165859,16.90452576
-98.65002591,9.92310524,-16.90452576
-98.64802595,10.09165859,-20.28789330
-98.64602599,9.92310524,10.14394665
-98.64402603,10.09165859,-11.82947826
-98.64202607,9.92310524,-6.76058006
-98.64002611,10.09165859,-49.02804947
-98.63802615,9.92310524,3.37721443
-98.63602619,10.09165859,-6.76058006
-98.63402623,9.92310524,-40.57578659
-98.63202627,10.09165859,3.37721443
-98.63002631,9.92310524,-3.37721443
-98.62802635,10.09165859,-20.28789330
-98.62602639,9.92310524,-11.82947826
-98.62402643,10.09165859,0.00000000
-98.62202647,9.92310524,-10.14394665
-98.62002651,9.92310524,-43.95299911
-98.61802655,9.92310524,21.97342300
-98.61602659,9.92310524,-18.59621048
-98.61402663,10.09165859,-27.04847336
-98.61202667,10.09165859,21.97342300
-98.61002671,10.09165859,-13.52116013
-98.60802675,10.09165859,-11.82947826
-98.60602679,9.92310524,-20.28789330
-98.60402683,9.92310524,8.45226288
-98.60202687,9.92310524,11.82947826
-98.60002691,10.09165859,-60.86367798
-98.59802695,10.09165859,16.90452576
-98.59602699,9.92310524,-28.74015617
-98.59402703,9.92310524,-15.21284389
-98.59202707,9.92310524,-6.76058006
-98.59002711,9.92310524,-6.76058006
-98.58802715,10.09165859,0.00000000
