cycle_idx,final_stage_name,stage2_rmse,stage2_mae,stage2_p95,stage2_p99,stage2_max_abs,shape_drift_rmse,shape_drift_mae,shape_drift_max_abs,shape_drift_mean_signed,shape_drift_std_signed,stage3b_rmse,stage3b_mae,stage3b_p95,stage3b_p99,stage3b_max_abs,R0_stage3b,thetaZ_l2_norm,thetaZ_max_abs,thetaZ_c0,R0_stage2,stage3a_rmse,stage3a_mae,stage3a_p95,stage3a_p99,stage3a_max_abs,stage3b_available,thetaZ_stage3b_l2_norm,thetaZ_stage3b_max_abs,thetaA_hat_1,thetaA_hat_2,thetaA_hat_3,thetaA_hat_4,thetaA_hat_5,thetaA_hat_6,thetaA_hat_7,Dn_over_Rn2,Dp_over_Rp2,De_over_eps_L1_sq,De_over_eps_L12_intf_sq,De_over_eps_L2_sq,De_over_eps_L23_intf_sq,De_over_eps_L3_sq,thetaB_hat_8,thetaB_hat_9,thetaB_hat_10,thetaB_hat_11
176,stage3b,0.062433052617367764,0.04931913841893673,0.12333117226028523,0.1305163554448406,0.13508494114561032,0.0,0.0,0.0,0.0,0.0,0.07335648947897662,0.0626309383859486,0.13273261891100274,0.16662315225337287,0.1709335512844239,0.04409587164699625,2.5473536712695943,2.479020693634162,-2.479020693634162,0.04790389629441169,0.23421857705911675,0.18904793506548548,0.43735555091202616,0.5398842929687182,0.6467705102873174,True,2.613177399256825,2.5633195790510115,0.0011316698038713617,0.0011316698038713617,1.8771520417302978,1.0256617689856156,2.6931116756862092,1.0256617689856156,1.8771520417302978,0.0011316698038713617,0.0011316698038713617,1.8771520417302978,1.0256617689856156,2.6931116756862092,1.0256617689856156,1.8771520417302978,0.11580582871924117,-0.11580579351660522,0.2930897520351756,-0.2930897520351756
177,stage3b,0.07348799121510256,0.06178202722730614,0.12066979892495011,0.13329223097405787,0.13500863648640338,2.6172142339216808e+64,9.170536200866249e+63,1.2426194733566356e+65,3.092393041207561e+61,2.6172124069986238e+64,0.11269949423598008,0.09598922724983519,0.1912028705622575,0.1943103120516426,0.19701548897555332,0.0405331776336391,2.565216325509891,2.499021792274648,-2.499021792274648,0.04794638225406452,0.2727177545875378,0.23037229353660182,0.4690248552674867,0.5942077387231879,0.7383525860525273,True,2.7262774132630816,2.6710468694203953,0.0009460701747221176,0.0009460701747221176,2.094171395541532,1.0371317002389413,3.06323668600596,1.0371317002389413,2.094171395541532,0.0009460701747221176,0.0009460701747221176,2.094171395541532,1.0371317002389413,3.06323668600596,1.0371317002389413,2.094171395541532,0.10960618757564747,-0.10960615776637318,0.3683215911120932,-0.3683215911120932
178,stage3b,0.2200416941352263,0.18744857474658466,0.37484954811157156,0.4043427370395811,0.41138895943632603,1.7320728848665042e+64,6.0690917316511704e+63,8.227461815471963e+64,-2.3628082832547002e+61,1.7320712732525733e+64,0.22977110573360163,0.19171335847091683,0.4432322783601821,0.46384379974254364,0.467473278287609,0.028572357312016527,4.363578490427349,4.193556530784569,-4.193556530784569,0.03814587693201743,0.467523057094776,0.3938418124432703,0.7858491773917021,0.8491642443829935,0.9234512944235282,True,4.617718166464338,4.490763515768384,0.001070479829067809,0.001070479829067809,1.9404312824133443,1.0288017758381325,2.801389575755294,1.0288017758381325,1.9404312824133443,0.001070479829067809,0.001070479829067809,1.9404312824133443,1.0288017758381325,2.801389575755294,1.0288017758381325,1.9404312824133443,0.10836366928107996,-0.10836368192568155,0.31533523289937815,-0.31533523289937815
179,stage3b,0.26725056535548863,0.22880053578668796,0.45098722485414416,0.4534597082679094,0.45546356132687027,1.7320398950845933e+64,6.068976135149284e+63,8.227304840958637e+64,-2.362740582264737e+61,1.7320382835323208e+64,0.258874647231813,0.20667023766285855,0.5025964733068328,0.5354612371024069,0.538445874337778,0.036031708017787545,3.3314899833131846,3.225552959233222,-3.225552959233222,0.04475083562944127,0.3774479952972526,0.30724296844870896,0.7521348359406194,0.7968878447763138,0.84136253538556,True,3.555558454633862,3.44836445983248,0.001111940025706847,0.001111940025706847,1.896764991324482,1.0266186081724191,2.726717316796224,1.0266186081724191,1.896764991324482,0.001111940025706847,0.001111940025706847,1.896764991324482,1.0266186081724191,2.726717316796224,1.0266186081724191,1.896764991324482,0.10857723409829054,-0.10660083834251878,0.3000083350554749,-0.3000083350554749
180,stage3b,0.16157371083898814,0.13492555311926022,0.28109505456650874,0.3095108824584268,0.32350209912571093,1.7320841429806463e+64,6.0691311805628235e+63,8.227515435175668e+64,-2.3628355368095494e+61,1.7320825313400124e+64,0.16806042798574936,0.1382532566185635,0.33054043501713437,0.37187724781938414,0.37933406831040895,0.03622793114521188,3.260149980736909,3.0843593994903356,-3.0843593994903356,0.04612080396956803,0.36132541482375014,0.30095397364357634,0.6140470252372734,0.7212391052835795,0.8614578256069612,True,3.488002516568649,3.333301303830751,0.0011189424074251415,0.0011189424074251415,1.889776397349922,1.026272681182483,2.714732456443646,1.026272681182483,1.889776397349922,0.0011189424074251415,0.0011189424074251415,1.889776397349922,1.026272681182483,2.714732456443646,1.026272681182483,1.889776397349922,0.10933426237195239,-0.10933426769737228,0.2975470006660035,-0.2975470006660035
181,stage3b,0.1619527113559232,0.13757066486194994,0.2789502452704977,0.2916888762638385,0.3013771105424199,1.732075996027102e+64,6.069102633248235e+63,8.227476627617474e+64,-2.3628153514530778e+61,1.732074384406424e+64,0.1654336537467489,0.1380800532502803,0.32784386640303875,0.3638490349287986,0.3686769164587469,0.036476907956315835,3.2881533317223863,3.1086123962379366,-3.1086123962379366,0.04635784876247984,0.35262749242273217,0.29245531791062074,0.6035764947805657,0.7248107549907046,0.8755724300052412,True,3.51575827831645,3.3557313222362852,0.0011292757844688745,0.0011292757844688745,1.879462706561257,1.025775603264038,2.6970817346200993,1.025775603264038,1.879462706561257,0.0011292757844688745,0.0011292757844688745,1.879462706561257,1.025775603264038,2.6970817346200993,1.025775603264038,1.879462706561257,0.10972029716359621,-0.1097203064224521,0.2939050726316829,-0.2939050726316829
182,stage3b,0.15837874637016316,0.13165915810823742,0.27193255222990853,0.3246858946096585,0.33082300422842814,1.7320812999040004e+64,6.06912121829003e+63,8.227501892802852e+64,-2.3628285315105543e+61,1.7320796882702782e+64,0.15987312759441788,0.13227038727302856,0.32706708841263055,0.3522581318653163,0.3535654114714113,0.03639682887391498,3.3000653332667915,3.122940440428446,-3.122940440428446,0.04657727994439648,0.3643909716445423,0.30551727047095933,0.5891446142175396,0.7201354028009681,0.8862828227153008,True,3.5344302399926706,3.377341003878668,0.001008816088744045,0.001008816088744045,2.011909727110139,1.0325535763897098,2.9233271175544906,1.0325535763897098,2.011909727110139,0.001008816088744045,0.001008816088744045,2.011909727110139,1.0325535763897098,2.9233271175544906,1.0325535763897098,2.011909727110139,0.10935553285097474,-0.10935555030234138,0.34016657061794503,-0.34016657061794503
183,stage3b,0.14129330183756703,0.12068368176279912,0.24468294276135483,0.26524199162902845,0.2675926135034987,1.7321095970424905e+64,6.069220372755274e+63,8.227636676717463e+64,-2.3628979832978925e+61,1.7321079853403537e+64,0.15746097762220826,0.1273338039620154,0.2990622842756685,0.33096650488412693,0.33758822704432934,0.036218681444654094,3.3687970034617343,3.1854022650735283,-3.1854022650735283,0.045560302356265285,0.3286166430169371,0.2842076424965537,0.5485399421116957,0.6481059952501697,0.7779163289183115,True,3.5844794121115773,3.4217529367597623,0.001048095427146193,0.001048095427146193,1.9654163088328982,1.0300885352316453,2.8440530156427792,1.0300885352316453,1.9654163088328982,0.001048095427146193,0.001048095427146193,1.9654163088328982,1.0300885352316453,2.8440530156427792,1.0300885352316453,1.9654163088328982,0.10918132004424513,-0.10918133720563794,0.3240523387364893,-0.3240523387364893
184,stage3b,0.15130343267646457,0.12857002110074425,0.26673145462973236,0.2788931803509642,0.29129434901310236,1.7320835546676176e+64,6.069129119100507e+63,8.22751263471726e+64,-2.3628342404619465e+61,1.732081943028205e+64,0.15973382333974487,0.13524881195040592,0.3081198984954252,0.33986333957797593,0.34284115244567914,0.035330401715233016,3.3581475433410746,3.1877811162849223,-3.1877811162849223,0.04487408628545053,0.35665649043292286,0.3012287450734718,0.5795333788256385,0.6961117315329899,0.8584478207620947,True,3.5825697759582216,3.434158680679257,0.0011145015062660724,0.0011145015062660724,1.894219439571204,1.0264910918800927,2.7223464906367933,1.0264910918800927,1.894219439571204,0.0011145015062660724,0.0011145015062660724,1.894219439571204,1.0264910918800927,2.7223464906367933,1.0264910918800927,1.894219439571204,0.10950846201564314,-0.10950846673481644,0.29911276073546605,-0.29911276073546605
185,stage3b,0.14101367657170052,0.1187474632529109,0.255650446013874,0.27640584757333847,0.28280530859421216,1.7320869413133044e+64,6.069140986119795e+63,8.227528773528517e+64,-2.3628431903340713e+61,1.7320853296648336e+64,0.15305462181566235,0.12899156155734326,0.2826791772009911,0.3155637471186665,0.3218696992839538,0.03528735669025337,3.326188594947891,3.158225378894096,-3.158225378894096,0.04483292775080027,0.3619025114591699,0.30503064731657165,0.6152409153077079,0.7281071065735711,0.8720166874298725,True,3.54953565957695,3.404913332900267,0.0010851500545601116,0.0010851500545601116,1.9246453089847904,1.0280004711787012,2.774400087890807,1.0280004711787012,1.9246453089847904,0.0010851500545601116,0.0010851500545601116,1.9246453089847904,1.0280004711787012,2.774400087890807,1.0280004711787012,1.9246453089847904,0.10946308750177487,-0.10946309100797925,0.3098088228216022,-0.3098088228216022
