cycle_idx,stage2_rmse,stage3b_rmse,R0_stage2,R0_stage3b,thetaZ_l2_norm,thetaZ_max_abs,shape_drift_rmse,shape_drift_mae,shape_drift_max_abs,Dn_over_Rn2,Dp_over_Rp2,De_over_eps_L1_sq,De_over_eps_L12_intf_sq,De_over_eps_L2_sq,De_over_eps_L23_intf_sq,De_over_eps_L3_sq
176,0.062433052617367764,0.07335648947897662,0.04790389629441169,0.04409587164699625,2.5473536712695943,2.479020693634162,0.0,0.0,0.0,0.0011316698038713617,0.0011316698038713617,1.8771520417302978,1.0256617689856156,2.6931116756862092,1.0256617689856156,1.8771520417302978
177,0.07348799121510256,0.11269949423598008,0.04794638225406452,0.0405331776336391,2.565216325509891,2.499021792274648,2.6172142339216808e+64,9.170536200866249e+63,1.2426194733566356e+65,0.0009460701747221176,0.0009460701747221176,2.094171395541532,1.0371317002389413,3.06323668600596,1.0371317002389413,2.094171395541532
178,0.2200416941352263,0.22977110573360163,0.03814587693201743,0.028572357312016527,4.363578490427349,4.193556530784569,1.7320728848665042e+64,6.0690917316511704e+63,8.227461815471963e+64,0.001070479829067809,0.001070479829067809,1.9404312824133443,1.0288017758381325,2.801389575755294,1.0288017758381325,1.9404312824133443
179,0.26725056535548863,0.258874647231813,0.04475083562944127,0.036031708017787545,3.3314899833131846,3.225552959233222,1.7320398950845933e+64,6.068976135149284e+63,8.227304840958637e+64,0.001111940025706847,0.001111940025706847,1.896764991324482,1.0266186081724191,2.726717316796224,1.0266186081724191,1.896764991324482
180,0.16157371083898814,0.16806042798574936,0.04612080396956803,0.03622793114521188,3.260149980736909,3.0843593994903356,1.7320841429806463e+64,6.0691311805628235e+63,8.227515435175668e+64,0.0011189424074251415,0.0011189424074251415,1.889776397349922,1.026272681182483,2.714732456443646,1.026272681182483,1.889776397349922
181,0.1619527113559232,0.1654336537467489,0.04635784876247984,0.036476907956315835,3.2881533317223863,3.1086123962379366,1.732075996027102e+64,6.069102633248235e+63,8.227476627617474e+64,0.0011292757844688745,0.0011292757844688745,1.879462706561257,1.025775603264038,2.6970817346200993,1.025775603264038,1.879462706561257
182,0.15837874637016316,0.15987312759441788,0.04657727994439648,0.03639682887391498,3.3000653332667915,3.122940440428446,1.7320812999040004e+64,6.06912121829003e+63,8.227501892802852e+64,0.001008816088744045,0.001008816088744045,2.011909727110139,1.0325535763897098,2.9233271175544906,1.0325535763897098,2.011909727110139
183,0.14129330183756703,0.15746097762220826,0.045560302356265285,0.036218681444654094,3.3687970034617343,3.1854022650735283,1.7321095970424905e+64,6.069220372755274e+63,8.227636676717463e+64,0.001048095427146193,0.001048095427146193,1.9654163088328982,1.0300885352316453,2.8440530156427792,1.0300885352316453,1.9654163088328982
184,0.15130343267646457,0.15973382333974487,0.04487408628545053,0.035330401715233016,3.3581475433410746,3.1877811162849223,1.7320835546676176e+64,6.069129119100507e+63,8.22751263471726e+64,0.0011145015062660724,0.0011145015062660724,1.894219439571204,1.0264910918800927,2.7223464906367933,1.0264910918800927,1.894219439571204
185,0.14101367657170052,0.15305462181566235,0.04483292775080027,0.03528735669025337,3.326188594947891,3.158225378894096,1.7320869413133044e+64,6.069140986119795e+63,8.227528773528517e+64,0.0010851500545601116,0.0010851500545601116,1.9246453089847904,1.0280004711787012,2.774400087890807,1.0280004711787012,1.9246453089847904
186,0.14358441996528387,0.15826181568589684,0.044623699234588005,0.034970903727671865,3.3702357328062793,3.2001652706192134,1.7320852544395853e+64,6.069135075459071e+63,8.227520767973939e+64,0.0011496284167612793,0.0011496284167612793,1.8598525075357573,1.0248334203357112,2.66344926942226,1.0248334203357112,1.8598525075357573
187,0.16445126451362044,0.1553689748448799,0.04435360294205052,0.03462432354826698,3.3814197705716578,3.223415774708824,1.7320904793514816e+64,6.06915338387482e+63,8.227545666411227e+64,0.0009900800271083266,0.0009900800271083266,2.0354163018227185,1.0338318276019005,2.9633409974707243,1.0338318276019005,2.0354163018227185
188,0.1531159523058199,0.15266913001378582,0.04455732619451776,0.034983423575176496,3.328693891619289,3.168232955642707,1.7320899566357128e+64,6.069151552308256e+63,8.227543183605092e+64,0.0008143227765492516,0.0008143227765492516,2.307052878447975,1.0502725396141692,3.4239237765223307,1.0502725396141692,2.307052878447975
189,0.1147064788832462,0.14954556784577303,0.04442291041877497,0.03454798383677286,3.3250933044257773,3.1514071945864286,1.7320750481395735e+64,6.069099312041463e+63,8.227472143541485e+64,0.0011413717216813958,0.0011413717216813958,1.8676932340159658,1.0252099770816283,2.6769092844352715,1.0252099770816283,1.8676932340159658
190,0.11286651953061758,0.15659675567933984,0.04413970892943008,0.03409383212279574,3.3594886459797437,3.1756332271369287,1.7320687143060635e+64,6.069077117970999e+63,8.227441970700588e+64,0.0009460086176565965,0.0009460086176565965,2.0941626417830066,1.0371366829341073,3.063249471009467,1.0371366829341073,2.0941626417830066
191,0.11000213374476465,0.159814533774538,0.044222442368791325,0.03411759634014536,3.338660758525537,3.1485099071650335,1.732058228400459e+64,6.069040374907367e+63,8.227392028350975e+64,0.0011629241099422555,0.0011629241099422555,1.8473423467683525,1.0242452243880873,2.6419935717387455,1.0242452243880873,1.8473423467683525
192,0.13839855176025018,0.16585888233347365,0.04384947193098316,0.033258002366890936,3.4016686936259344,3.197547707868399,1.7320575847039652e+64,6.0690381193267984e+63,8.227388957157239e+64,0.0011178007931372195,0.0011178007931372195,1.8909255589261345,1.0263284639113894,2.7166990559083297,1.0263284639113894,1.8909255589261345
193,0.10414462587482033,0.17037231406080625,0.04387538533403389,0.03340908972779996,3.392443580707762,3.1791754795467764,1.732047780061047e+64,6.06900376332445e+63,8.227342244756303e+64,0.000957483757353633,0.000957483757353633,2.0783567112225674,1.0362332741657374,3.0363862596000044,1.0362332741657374,2.0783567112225674
