cycle_idx,stage2_rmse,stage3b_rmse,R0_stage2,R0_stage3b,thetaZ_l2_norm,thetaZ_max_abs,shape_drift_rmse,shape_drift_mae,shape_drift_max_abs,Dn_over_Rn2,Dp_over_Rp2,De_over_eps_L1_sq,De_over_eps_L12_intf_sq,De_over_eps_L2_sq,De_over_eps_L23_intf_sq,De_over_eps_L3_sq
11,0.0092319956100778,0.018958692903960177,0.04787535036791775,0.046398563269653435,1.674346410652032,1.6679981272511382,1.7397213742819856e+74,6.095704373776515e+73,8.241954463745223e+74,0.001058576322190442,0.001058576322190442,1.9543527635557612,1.0294678149745025,2.8249536873119956,1.0294678149745025,1.9543527635557612
12,0.01806684701195444,0.03197616176911348,0.04789007321598089,0.04602511406600969,1.6757817802974104,1.6695318770171474,1.5743534031657176e+74,5.5162794866824976e+73,7.4583104464717e+74,0.0010688046201314434,0.0010688046201314434,1.9430953504978972,1.028885824239217,2.805710674410025,1.028885824239217,1.9430953504978972
13,0.008329998022427315,0.017458240647491182,0.047917382720994134,0.04615575008150924,1.692096494897124,1.6844077712780283,1.913537979962833e+74,6.704731034842085e+73,9.06553959589191e+74,0.0011588155514809515,0.0011588155514809515,1.8512218138239056,1.0244242611111525,2.648636693425847,1.0244242611111525,1.8512218138239056
14,0.02170862084743892,0.03522719929289279,0.04793330324182476,0.04578215765741789,1.6995455389709417,1.6929732332935772,1.276206398555495e+74,4.4716197081782564e+73,6.045776046609746e+74,0.0011092476170668623,0.0011092476170668623,1.8998229870068934,1.026749325564822,2.731863144494642,1.026749325564822,1.8998229870068934
15,0.009454494063077917,0.0198028959001562,0.04786938775034801,0.04608627215411734,1.7240754109331753,1.7152981263151157,1.5269167297445057e+74,5.3500728288476946e+73,7.233972606667454e+74,0.0010890794186359165,0.0010890794186359165,1.9210402944549312,1.0277847318688218,2.768081052623122,1.0277847318688218,1.9210402944549312
16,0.00981837114054613,0.019296535592260435,0.04790331452733462,0.04599975455037449,1.727834271576353,1.7187092552515917,2.2259945700523105e+74,7.799528965333195e+73,1.0545828854387062e+75,0.0011410977483463087,0.0011410977483463087,1.868116052849475,1.025220623566431,2.6775905635613895,1.025220623566431,1.868116052849475
17,0.01035269687399895,0.021627729460735323,0.04790742750798071,0.04607522554024461,1.7373648951692073,1.7281845176292132,2.2559773048978048e+74,7.904582924868319e+73,1.0687794376245735e+75,0.0010914087902243197,0.0010914087902243197,1.9185675042130212,1.0276619924379484,2.76385720111384,1.0276619924379484,1.9185675042130212
18,0.01658095634567523,0.023988265215204765,0.04788650926832172,0.0459089218240704,1.7440630616412365,1.735587792694406,1.746769658412117e+74,6.120414730172426e+73,8.277582995637722e+74,0.001140489275590095,0.001140489275590095,1.868637233918036,1.0252494965518446,2.6785019518709072,1.0252494965518446,1.868637233918036
19,0.010817850963362389,0.020612084866602032,0.047868714594884725,0.04579127997060127,1.753966385322884,1.743807287169174,2.5277771826336755e+74,8.856925464512955e+73,1.197538540415274e+75,0.001160641859475143,0.001160641859475143,1.8495182837862032,1.0243441290462454,2.645713239671404,1.0243441290462454,1.8495182837862032
20,0.02352995873594262,0.03460283247690968,0.04791520780690703,0.04555841107066881,1.765828532164599,1.75531593955009,1.4422363295313806e+74,5.0533653839062574e+73,6.832704494235448e+74,0.0011124397966162712,0.0011124397966162712,1.8965752917385117,1.0265900423434728,2.726305036969877,1.0265900423434728,1.8965752917385117
21,0.011762406343417714,0.0212720194709858,0.047894623264762036,0.04574597944866681,1.7645376918028128,1.7537182876935864,2.816816523478748e+74,9.869673511588011e+73,1.3344779516170615e+75,0.001109720206167215,0.001109720206167215,1.899176625823909,1.0267276488652295,2.73080225048967,1.0267276488652295,1.899176625823909
22,0.022550720121493874,0.03343245567995777,0.04788865843914182,0.04559500897940126,1.7700286614442093,1.7601056292243884,1.756088103953335e+74,6.153050342107365e+73,8.319450887609498e+74,0.0011102443713629472,0.0011102443713629472,1.8986166060567897,1.026701735538361,2.729851018882059,1.026701735538361,1.8986166060567897
23,0.025141994305298135,0.03934981215389727,0.04791508877720194,0.04523715122560135,1.7767732627596693,1.7679632796325946,2.1761153124818347e+74,7.62475555008634e+73,1.0309056623711924e+75,0.0011103358792363919,0.0011103358792363919,1.8985540243840948,1.0266968093340783,2.7297354621590677,1.0266968093340783,1.8985540243840948
24,0.012567734926622623,0.021450315258719013,0.04792110340804081,0.045684043998287856,1.7807602151103288,1.7689537956799648,2.887563606062612e+74,1.0117560655319884e+74,1.3680022267210535e+75,0.0011379350825887339,0.0011379350825887339,1.8711599951438362,1.0253670418277419,2.6828117804429517,1.0253670418277419,1.8711599951438362
25,0.016783394352871784,0.02679802047533948,0.04791919432621485,0.04560379572097132,1.7925272989938599,1.7803440158654071,2.0224133299091276e+74,7.086212916694771e+73,9.581346956787698e+74,0.0011663721620466226,0.0011663721620466226,1.8441634571533378,1.0240957155830148,2.6365339432271377,1.0240957155830148,1.8441634571533378
