cycle_idx,stage2_rmse,stage3b_rmse,R0_stage2,R0_stage3b,thetaZ_l2_norm,thetaZ_max_abs,shape_drift_rmse,shape_drift_mae,shape_drift_max_abs,Dn_over_Rn2,Dp_over_Rp2,De_over_eps_L1_sq,De_over_eps_L12_intf_sq,De_over_eps_L2_sq,De_over_eps_L23_intf_sq,De_over_eps_L3_sq
26,0.013107901318497936,0.02191624132817639,0.04796365095563074,0.04570143951663385,1.788086887082679,1.7757677332377368,0.0,0.0,0.0,0.0011342249128438542,0.0011342249128438542,1.874833323081493,1.0255393327277276,2.689089214508628,1.0255393327277276,1.874833323081493
27,0.013366886979213358,0.022558079982880053,0.04795293749869704,0.04560427362640005,1.7901487113247492,1.777598788218653,6.1932998696335e+72,2.1700305901096434e+72,2.93385318063904e+73,0.0011567875997918811,0.0011567875997918811,1.853095337064598,1.0245139964633847,2.651858208396478,1.0245139964633847,1.853095337064598
28,0.018199800839885923,0.027360247054903152,0.047997552734695206,0.045696514699092236,1.7925912360882421,1.780672712166434,5.120295749934201e+73,1.7940698459428543e+73,2.425791433862239e+74,0.001060020796478293,0.001060020796478293,1.95224523500279,1.0293905130085335,2.8214923896581023,1.0293905130085335,1.95224523500279
29,0.014386660901314257,0.022333651361320043,0.04806876777733595,0.04575173157201688,1.789799123265101,1.7766686547112234,8.107440953556562e+72,2.8407264148890124e+72,3.841917406764919e+73,0.001136708059115321,0.001136708059115321,1.8722541143570945,1.0254253020749287,2.684713478478573,1.0254253020749287,1.8722541143570945
30,0.014467438034815715,0.02370211552964459,0.048016644743375095,0.045623142540902335,1.8031345804951906,1.7896292681049397,7.044686970899444e+73,2.4683449484851788e+73,3.337411098868941e+74,0.0011538032282506815,0.0011538032282506815,1.855869898197154,1.0246468313395847,2.6566269269231158,1.0246468313395847,1.855869898197154
31,0.01462569203334556,0.029247544086746156,0.0480892750629894,0.04577635452836474,1.795336636107511,1.7812660402586056,1.0173650705302577e+74,3.564682245250956e+73,4.819621232263658e+74,0.0011040946320680354,0.0011040946320680354,1.9051686016326814,1.02700854924361,2.7409922323250795,1.02700854924361,1.9051686016326814
32,0.014702727189475859,0.023475839580552722,0.04807840273632589,0.04565679463025043,1.8021677947174597,1.788300019607402,2.0720285089449978e+73,7.260055033852687e+72,9.81624369475143e+73,0.0011432477883358493,0.0011432477883358493,1.8659629754207299,1.0251229584593065,2.67392254717737,1.0251229584593065,1.8659629754207299
33,0.014955564781332574,0.025256660641049287,0.048111043740580894,0.0456715695550366,1.8052991326421177,1.79118072768911,2.914346950988459e+73,1.0211405381634068e+73,1.3806929987446386e+74,0.0011482008865214511,0.0011482008865214511,1.861319331039771,1.0248964290906328,2.6659349419926848,1.0248964290906328,1.861319331039771
34,0.015482771513380305,0.030458219965508834,0.04605662701086372,0.04642277019286881,1.4190626703189617,1.4184121538886285,6.686025260221772e+73,2.342679178556439e+73,3.1678549318634154e+74,0.0011140034714417072,0.0011140034714417072,1.8949490184052569,1.0265130463146155,2.7235330375037603,1.0265130463146155,1.8949490184052569
35,0.004963333892535919,0.007844212417585837,0.04857946232437762,0.048434458177228655,0.6444414081516538,0.6442251726885019,3.6747662325764475e+74,1.2875791765862192e+74,1.7409351786236201e+75,0.001123713489928015,0.001123713489928015,1.8853124981226457,1.026037478542407,2.707006386559426,1.026037478542407,1.8853124981226457
36,0.006790793836610553,0.009144121044101304,0.0487661664432301,0.048442586559088556,0.5431242400511488,0.5427019376919663,3.518117577758622e+74,1.232691986623918e+74,1.666720863952604e+75,0.001167022437605946,0.001167022437605946,1.8435596125398515,1.0240677502476774,2.635498509027043,1.0240677502476774,1.8435596125398515
37,0.003334106297655346,0.005585001829905349,0.04892097276347126,0.04874146075483854,0.4958939481680797,0.49532855927874053,3.58891531399049e+74,1.2574983963418702e+74,1.700263493258842e+75,0.0011171552825519036,0.0011171552825519036,1.8919126846230754,1.026355900723057,2.7182962763198897,1.026355900723057,1.8919126846230754
38,0.003920403499849617,0.006290037183603778,0.049034065290641825,0.04876481612063559,0.45897206314961536,0.45793246628252193,3.627279046937183e+74,1.270940415135858e+74,1.7184365788707297e+75,0.001145015294905615,0.001145015294905615,1.86435629826929,1.0250410895647544,2.671143763486456,1.0250410895647544,1.86435629826929
39,0.0034724514226079587,0.010873869416996614,0.048870013532671765,0.04855081760364349,0.47119599558329317,0.4699361495031515,3.6913756168965657e+74,1.2933987854048996e+74,1.7487983525484091e+75,0.0011276886667989294,0.0011276886667989294,1.8813465893438037,1.0258471946201833,2.7002213280542686,1.0258471946201833,1.8813465893438037
40,0.0045021395063879754,0.007927554797669888,0.0491011697514037,0.04889851083901909,0.4257927679690092,0.42502686585517446,3.756950365133571e+74,1.316375209321199e+74,1.7798734193413578e+75,0.001140767669713775,0.001140767669713775,1.8684671869093148,1.025235405649649,2.6781835164554955,1.025235405649649,1.8684671869093148
41,0.0028666580284532326,0.005994994646005774,0.049087167884908814,0.04871970291594803,0.41204110153932516,0.4102459331481255,3.4731652227250194e+74,1.2169413766646272e+74,1.6454217490807875e+75,0.0011385387587728,0.0011385387587728,1.870649788875145,1.0253380687280031,2.681916920638989,1.0253380687280031,1.870649788875145
42,0.002611286797074026,0.005243615994727671,0.04906311970128496,0.048718456658072576,0.4108214077627294,0.40894240700142576,3.4323479679447507e+74,1.2026397071928607e+74,1.6260889846136376e+75,0.0011669122728280412,0.0011669122728280412,1.843666138093212,1.0240724295745876,2.6356800174042747,1.0240724295745876,1.843666138093212
43,0.006685524355099262,0.011712574573642113,0.04910353046372476,0.04872897959948498,0.39834135387738395,0.3967752142141008,3.813858327806519e+74,1.336314881896877e+74,1.8068373751597444e+75,0.0011408055101247768,0.0011408055101247768,1.868334362042491,1.0252348895038499,2.677982161427883,1.0252348895038499,1.868334362042491
44,0.002703434309920386,0.005843586692101593,0.049100895664497664,0.04870712273631035,0.4033696947438573,0.4010131318402113,3.381226901860103e+74,1.184727632728242e+74,1.6018623375529417e+75,0.0011411848421334315,0.0011411848421334315,1.868079568785605,1.0252159966729972,2.677515072287619,1.0252159966729972,1.868079568785605
45,0.006132212604772916,0.011653409964857957,0.04912687366876289,0.04876786493627659,0.3939699049771724,0.39196811360901224,3.703323483009842e+74,1.2975852490513817e+74,1.7544715555312659e+75,0.0011637746432490285,0.0011637746432490285,1.8465822695194325,1.0242078908059054,2.6406811879957246,1.0242078908059054,1.8465822695194325
46,0.0025520087808785005,0.0050288943403248515,0.049123122979766176,0.048721116231034436,0.40820094481059005,0.4056498350321086,3.2946561288264007e+74,1.154394679337435e+74,1.5608552610184449e+75,0.0011288504887962648,0.0011288504887962648,1.8801706567461463,1.0257922514175597,2.698215181795445,1.0257922514175597,1.8801706567461463
47,0.0026708930478191546,0.005029252217733167,0.04907179879522402,0.04864759889534708,0.41850361947833786,0.41580473618262936,3.3556323157008e+74,1.175759772472947e+74,1.5897446319967536e+75,0.001145755050832707,0.001145755050832707,1.863656539231386,1.0250072983443799,2.6699417499641047,1.0250072983443799,1.863656539231386
48,0.0020972744392531114,0.008871162581631151,0.04907488187387605,0.048691854155874646,0.4261369514816224,0.4234303219905847,3.1086179452904435e+74,1.0892100155879454e+74,1.472733104535877e+75,0.0011474561059796487,0.0011474561059796487,1.8620295991062699,1.024930119903342,2.6671527539793556,1.024930119903342,1.8620295991062699
49,0.008448572196255498,0.011143924977726927,0.049180599196047635,0.04872642140436311,0.42686503431388384,0.4248083778870087,3.9242979871056443e+74,1.3750111497575292e+74,1.8591567140447083e+75,0.0011431053791199515,0.0011431053791199515,1.8661922176969896,1.0251283082581073,2.6742902784713047,1.0251283082581073,1.8661922176969896
50,0.0051564057723064,0.005492066761458889,0.04904984620259772,0.04858717734103333,0.4363381513480575,0.4338561122051969,3.5331024304581903e+74,1.2379424609460673e+74,1.6738223363476594e+75,0.0011629100762993538,0.0011629100762993538,1.847389762440988,1.0242453943947976,2.642065563359991,1.0242453943947976,1.847389762440988
51,0.003380833200799888,0.008592691953524204,0.04905220933940186,0.0485894201198386,0.44012947876019376,0.4371824769776804,3.3520902137361113e+74,1.174518630566371e+74,1.5880616524194347e+75,0.0011598890939546313,0.0011598890939546313,1.8502208072010073,1.0243770988877816,2.646918609154464,1.0243770988877816,1.8502208072010073
52,0.00273839013481469,0.005398925443244613,0.049060911099149396,0.04859620884228774,0.43697465435176086,0.43396905225690036,3.307301433074372e+74,1.1588254569626132e+74,1.5668532286067162e+75,0.0011441541612885007,0.0011441541612885007,1.865213396607249,1.0250799674410511,2.6726045711233724,1.0250799674410511,1.865213396607249
53,0.0028559733973184775,0.005345753535895587,0.04906026313742441,0.04858528650628373,0.4410025258916637,0.43783276163567414,3.3001547982532123e+74,1.1563213358433044e+74,1.5634615375468982e+75,0.001132853902490688,0.001132853902490688,1.8761865929197101,1.025603556914719,2.691404270204714,1.025603556914719,1.8761865929197101
54,0.003092381757981528,0.00914165275171664,0.049055415887011775,0.04856173179583861,0.44423011414061236,0.44102209325903036,3.4565797783087583e+74,1.2111301001272594e+74,1.6375642476809717e+75,0.0011291805617659578,0.0011291805617659578,1.8798035535031823,1.0257771091598473,2.697597770566556,1.0257771091598473,1.8798035535031823
55,0.00841296372184005,0.01415276560431056,0.04911193976218285,0.04864063865839597,0.4394774313706052,0.437403423633355,3.8385028062681553e+74,1.3449499166910384e+74,1.8185132812027933e+75,0.0011549533557781914,0.0011549533557781914,1.8548523042043414,1.0245948414342163,2.6548632850822793,1.0245948414342163,1.8548523042043414
56,0.0030061665003201106,0.005592466986514401,0.04906842968385072,0.048565696664286694,0.4439264915402688,0.4405383749971094,3.227858930954492e+74,1.1309900592423e+74,1.5292150156006596e+75,0.0011497022918495474,0.0011497022918495474,1.8598642016449891,1.0248290509793838,2.663446956038679,1.0248290509793838,1.8598642016449891
57,0.0055737394325841546,0.007898986358610345,0.04913987952883629,0.04863333344469165,0.4437069086581851,0.44081210907459917,3.5851313758804383e+74,1.2561725955339845e+74,1.6984740793753355e+75,0.0011592462496474642,0.0011592462496474642,1.8508165407636323,1.0244053688261605,2.6479420556455415,1.0244053688261605,1.8508165407636323
