cycle_idx,stage2_rmse,stage3b_rmse,R0_stage2,R0_stage3b,thetaZ_l2_norm,thetaZ_max_abs,shape_drift_rmse,shape_drift_mae,shape_drift_max_abs,Dn_over_Rn2,Dp_over_Rp2,De_over_eps_L1_sq,De_over_eps_L12_intf_sq,De_over_eps_L2_sq,De_over_eps_L23_intf_sq,De_over_eps_L3_sq
76,0.0032914299183244063,0.006019799308810383,0.0490563093112229,0.04847361553751742,0.4882988191645935,0.4839303399821151,0.0,0.0,0.0,0.0010918015044466588,0.0010918015044466588,1.918187436570205,1.0276408892242075,2.763198266821062,1.0276408892242075,1.918187436570205
77,0.0034929735427558736,0.006025738204412001,0.04902665308564322,0.04841952177334987,0.4884416526126475,0.4840471970423185,7.0494535768412125e+72,2.4700043737001467e+72,3.3385200251244094e+73,0.0011336166516379637,0.0011336166516379637,1.8753698433854096,1.0255686088007245,2.6900242394198663,1.0255686088007245,1.8753698433854096
78,0.010750067663267875,0.016570597903336537,0.04911834606412548,0.048540079523087254,0.4848127066832267,0.4816086281047657,7.265267972315735e+73,2.5456347036801123e+73,3.442085537936735e+74,0.0011477108833422925,0.0011477108833422925,1.8616808351706235,1.0249199379606444,2.666583623646444,1.0249199379606444,1.8616808351706235
79,0.0031642820454133498,0.005975028327852688,0.04904281322014609,0.048423960037256575,0.4902598598020669,0.4858353286733065,7.108461337885877e+72,2.4906835075450303e+72,3.366874283561962e+73,0.0011630198671011525,0.0011630198671011525,1.8472828641237866,1.0242406825198547,2.6418834609465267,1.0242406825198547,1.8472828641237866
80,0.0034996171087186847,0.006333780573250662,0.049039960329545364,0.04839807337485412,0.4938988335168421,0.48918956454427776,1.144569658754172e+73,4.010384611605612e+72,5.422017710334053e+73,0.0011582826434329624,0.0011582826434329624,1.8517107666588126,1.0244478322052535,2.649478235284134,1.0244478322052535,1.8517107666588126
81,0.0036756976621261667,0.009710610198528357,0.049056842330609744,0.04841687599099531,0.4956143652081316,0.49081952374322724,1.3540953519318929e+73,4.744538158661908e+72,6.415666438548854e+73,0.0010884787068836037,0.0010884787068836037,1.921662563743088,1.0278167422178002,2.769148534367329,1.0278167422178002,1.921662563743088
82,0.004154719835451403,0.008379443653229885,0.049070007621073,0.04839734826437469,0.49634358410027324,0.4914022846519422,7.159314966355031e+72,2.5085063680397448e+72,3.391440063942322e+73,0.0010203638382313225,0.0010203638382313225,1.9991448193168795,1.0317868965478527,2.901220798187,1.0317868965478527,1.9991448193168795
83,0.00979320210150094,0.02033099161510799,0.049060581307653305,0.04861408837884964,0.49741355008553917,0.49361771593167353,4.051367416569449e+73,1.4195358219567695e+73,1.9195243370913418e+74,0.001120793288742808,0.001120793288742808,1.8882438298410322,1.026178549742294,2.712020506892705,1.026178549742294,1.8882438298410322
84,0.0034653310936186366,0.006156302370210525,0.049048288569944844,0.04840308570599162,0.5020783220780671,0.49732316466577164,9.793765393335867e+72,3.4315711694118625e+72,4.639063217126782e+73,0.0011425761725878565,0.0011425761725878565,1.8667000646433292,1.0251525775220054,2.675161130159769,1.0251525775220054,1.8667000646433292
85,0.0033065925682782744,0.006090435276797076,0.04906469646537579,0.04842917047197804,0.5053497414958399,0.5005456296325149,1.2149702726664894e+73,4.257054585474936e+72,5.755275596985603e+73,0.0011244498072373467,0.0011244498072373467,1.8845624658945044,1.0260022582597048,2.705726907204817,1.0260022582597048,1.8845624658945044
